,Material,Created By,Created On,Client lvl,Mat. Type,Industry,Matl Group,Unit,PV key,Material Description,Purchase Order Text,catalog
18505,555119702,PRATHVS,45016,X,ZSC2,P,Z022,NOS,,"(1R,8S,9s)-Bicyclo[6.1.0]non-4-yn-9-ylme","(1R,8S,9s)-Bicyclo[6.1.0]non-4-yn-9-ylmethyl N-succinimidyl carbonate,for Copper-free CAT:744867-100MG",CAT:744867-100MG
18506,555118152,PRATHVS,44956,,ZSC2,P,Z022,EA,,"44112-100G-F POLYSORBAT 20, PH EUR","44112-100G-F POLYSORBAT 20, PH EUR",
18507,555118322,PRATHVS,44960,,ZSC2,P,Z022,ML,,Giemsa Stain Solution,Giemsa Stain Solution Code : TCL083-500ML MAKE-HIMEDIA,
18508,555118485,VINAKUMA,44966,,ZSC2,P,Z022,GM,,HCG Crude,HCG Crude,
18509,555118486,VINAKUMA,44966,,ZSC2,P,Z022,GM,,HCG RM 001,HCG RM 001,
18510,555118487,VINAKUMA,44966,,ZSC2,P,Z022,GM,,HCG RM 002,HCG RM 002,
18511,555118488,VINAKUMA,44966,,ZSC2,P,Z022,GM,,HCG RM 008,HCG RM 008,
18512,555118490,VINAKUMA,44966,,ZSC2,P,Z022,GM,,PU/DSP/HCG-014,PU/DSP/HCG-014,
18513,555118740,PRATHVS,44974,,ZSC2,P,Z022,KIT,,FG TAQMAN 1STEP CELLS TO CT 400 RXN,FG TAQMAN 1STEP CELLS TO CT 400 RXN MAKE:Thermo fisher scientific ( Invitrogen)CAT:A25602 PACK:1 Kit( 400 rxns),CAT:A25602 PACK:1 Kit( 400 rxns)
18514,555002246,BATCH_MM,41748,X,ZSC2,P,Z022,KG,,CARBONDIOXIDE,CARBONDIOXIDE,
18515,555118917,PRATHVS,44980,,ZSC2,P,Z022,PAC,,"Hard-Shell® 96-Well PCR Plates, low prof","Hard-Shell® 96-Well PCR Plates, low profile, thin wall, skirted, white/clear Pkg of 50, white shell/clear well PCR plate, rigid 2- component design cat:HSP9601 make:BIO-RAD pac:Pack of 50",cat:HSP9601 make:BIO-RAD pac:Pack of 50
18516,555118918,PRATHVS,44980,,ZSC2,P,Z022,ML,,DEPC TREATED H2O,DEPC TREATED H2O 4 X 100 ML cat:750024 make:Thermo Fisher Scientific pac:1 ( X 100ml),cat:750024 make:Thermo Fisher Scientific pac:1 ( X 100ml)
18517,555119060,PRATHVS,44986,,ZSC2,P,Z022,PC,,"P21070-Bio Reaction Tube Volume - 15ml,","P21070-Bio Reaction Tube Volume - 15ml, Clinical Bottom No per case - 100 Brand: Abdos",
18518,555119621,PRATHVS,45013,,ZSC2,P,Z022,PAC,,TISSUE CULTURE FLASK WITH FILTER CAP STE,TISSUE CULTURE FLASK WITH FILTER CAP STERILE 175CM PS (PKT OF 40 NOS CAT:T950061,CAT:T950061
18519,555119622,PRATHVS,45013,,ZSC2,P,Z022,PAC,,TISSUE CULTURE FLASK CANTED NECKSTERILE,TISSUE CULTURE FLASK CANTED NECKSTERILE 25CM PS (PKT OF 200 NOS) CAT:T950010,CAT:T950010
18520,555119683,PRATHVS,45015,,ZSC2,P,Z022,EA,,"Luna 3 um C18 (2)100 A, LC column 50X 3","Luna 3 um C18 (2)100 A, LC column 50X 3 mm, Ea",
18521,555119749,PRATHVS,45021,,ZSC2,P,Z022,ML,,Balb-c Mice Plasma,Balb-c Mice Plasma from Invivo Biosciences,
18522,555119764,PRATHVS,45021,,ZSC2,P,Z022,PAC,,"Empty Flash Column for 800g, with Cap An","Empty Flash Column for 800g, with Cap And 2 Frits Top /Bottom CAT:NC- 0880",CAT:NC- 0880
18523,555119765,PRATHVS,45021,,ZSC2,P,Z022,PAC,,"Empty Flash Column for 1500g, with Cap A","Empty Flash Column for 1500g, with Cap And 2 Frits Top /Bottom cat:NC- 1500",cat:NC- 1500
18524,555119834,PRATHVS,45023,,ZSC2,P,Z022,ML,,"AMMONIA, 2.0M SOLUTION IN ETHYL","AMMONIA, 2.0M SOLUTION IN ETHYL CAT:-392685-100ML MERCk",CAT:-392685-100ML MERCk
18525,555119846,PRATHVS,45023,,ZSC2,P,Z022,ML,,New Born Calf Serum Heat inactivated,New Born Calf Serum Heat inactivated,
18526,555119943,VINAKUMA,45027,,ZSC2,P,Z022,MG,,Dihydroergotamine Mesylate (500 mg),"Dihydroergotamine Mesylate (500 mg), USP RS",
18527,555119948,VINAKUMA,45027,,ZSC2,P,Z022,PAC,,"HPLC vials, AQTM Brand vials microsolv,","HPLC vials, AQTM Brand vials microsolv, 100 vials each 2-mL 9509S-3WDCP-MR",
18528,555119947,VINAKUMA,45027,,ZSC2,P,Z022,PAC,,"GC vial,BCR002-1","GC vial,BCR002-1",
18529,555119945,VINAKUMA,45027,,ZSC2,P,Z022,ZVL,,Dihydroergotamine for Peak Identificatio,Dihydroergotamine for Peak Identification CRS EDQM Y0000831,cation CRS EDQM Y0000831
18530,555120005,PRATHVS,45033,,ZSC2,P,Z022,ZVL,,ATCC-CCL-93,ATCC-CCL-93 V79-4 Lung; Chinese Hamster (Cricetulus griseus) Product code: ATCC-CCL-93 PACK SIZE:1 ML,P
18531,555119944,VINAKUMA,45027,,ZSC2,P,Z022,MG,,Dihydroergotamine Mesylate Certified ref,"Dihydroergotamine Mesylate Certified reference standard, PHR3589-500 mg, PHR3589.",
18532,555120131,PRATHVS,45036,,ZSC2,P,Z022,G,,"(2-Hydroxypropyl)-β-cyclodextrin, 99% 19","(2-Hydroxypropyl)-β-cyclodextrin, 99% 19.6-26.3% (-OCH2CHOHCH3) CAT:- BD44359 99% 19.6-26.3% BLD PHARMA",CAT:- BD44359 99% 19.6-26.3% BLD PHARMA
18533,555120213,VINAKUMA,45040,,ZSC2,P,Z022,BT,,Reinforced Clostridial Medium Bottle,	Reinforced Clostridial Medium Bottle,
18534,555120228,VINAKUMA,45040,,ZSC2,P,Z022,GM,,"PHR1304-1G, BUTYLATED HYDROXYANISOLE","	PHR1304-1G, BUTYLATED HYDROXYANISOLE",
18535,555120242,VINAKUMA,45040,,ZSC2,P,Z022,G,,Selexipag Form P API,	Selexipag Form P API,
18536,555120531,VINAKUMA,45054,,ZSC2,P,Z022,G,,N Acetyl D Alanine,"N Acetyl D Alanine; Mfg. by. Chemimpex,USA CAS No. 19436-52-3",
18537,555120735,PRATHVS,45062,,ZSC2,P,Z022,G,,Hexafluoropropan-2-ol,Hexafluoropropan-2-ol CAT:-H0424-500G From TCI,CAT:-H0424-500G From TCI
18538,555120736,PRATHVS,45062,,ZSC2,P,Z022,ML,,Dibutylamine,Dibutylamine CAT:-D0218-500ML From TCI,CAT:-D0218-500ML From TCI
18539,555120950,VINAKUMA,45070,,ZSC2,P,Z022,G,,potassium permanganate,"potassium permanganate Make: sigma-Aldrich ,Make:Supelco,Cat:105082",Cat:105082
18540,555120951,VINAKUMA,45070,,ZSC2,P,Z022,G,,manganese sulfate,"manganese sulfate Make : Sigma-aldrich ,Make: sigma-Aldrich , Cat : 221287",Cat : 221287
18541,555120952,VINAKUMA,45070,,ZSC2,P,Z022,G,,zinc chloride,"zinc chloride Make : Supelco , Make : Sigma-aldrich , Cat : 211273",Cat : 211273
18542,555120953,VINAKUMA,45070,,ZSC2,P,Z022,BOX,,peroxide analytical test strip,"peroxide analytical test strip Make : Supelco , cat : 1100110002",cat : 1100110002
18543,555120955,VINAKUMA,45070,,ZSC2,P,Z022,G,,isopropyl iodide,isopropyl iodide Make:Sigma-Aldrich Cat: 148938,Cat: 148938
18544,555120956,VINAKUMA,45070,,ZSC2,P,Z022,ML,,methyl iodide,"methyl iodide Make: Sigma-Aldrich, cat: 8060640050",cat: 8060640050
18545,555120957,VINAKUMA,45070,,ZSC2,P,Z022,VAI,,Diethylamine,"Diethylamine Make : Supelco , Cat :1070410521",Cat :1070410521
18546,555120958,VINAKUMA,45070,,ZSC2,P,Z022,G,,Ferric ammonium sulfate,"Ferric ammonium sulfate Make: sigma-Aldrich , Cat : 215406",Cat : 215406
18547,555120959,VINAKUMA,45070,,ZSC2,P,Z022,G,,Ferric ammonium sulfate dodecahydrate,"Ferric ammonium sulfate dodecahydrate Make: Supelco , Cat: 1037760500",Cat: 1037760500
18548,555120960,VINAKUMA,45070,,ZSC2,P,Z022,ML,,Thioglycollic acid,"Thioglycollic acid Make - Sigma-Aldrich , Cat : 528056",Cat : 528056
18549,555120954,VINAKUMA,45070,,ZSC2,P,Z022,ML,,o-xylene,"o-xylene Make: Sigma-Aldrich , Cat:X1040",Cat:X1040
18550,555121131,PRATHVS,45075,,ZSC2,P,Z022,ZVL,,Sprague-Dawley Rat Liver. Male. Phenobar,Sprague-Dawley Rat Liver. Male. Phenobarbital/5 6 Benzoflavone induced Product code: 11-105.2,P
18551,555121296,PRATHVS,45082,,ZSC2,P,Z022,PAC,,PYROTUBE-Kanhealthcare: D 16 x 100 mm ap,PYROTUBE-Kanhealthcare: D 16 x 100 mm approx 40 tubes/Pack,
18552,555121403,PRATHVS,45086,,ZSC2,P,Z022,MG,,"INDINAVIR, UNITED STATES PHARMACOPEIA","INDINAVIR, UNITED STATES PHARMACOPEIA,CAT NO-1339178-100mg,Merck","CAT NO-1339178-100mg,Merck"
18553,555121404,PRATHVS,45086,,ZSC2,P,Z022,G,,AMILORIDE HYDROCHLORIDE,"AMILORIDE HYDROCHLORIDE, CAT No-PHR1839-1G,Merck","CAT No-PHR1839-1G,Merck"
18554,555121567,VINAKUMA,45091,,ZSC2,P,Z022,ML,,TETRABUTYL AMMONIUM HYDROXIDE 25% IN MET,TETRABUTYL AMMONIUM HYDROXIDE 25% IN METHANOL Cat :6217E Make : Loba chem,Cat :6217E Make : Loba chem
18555,555121819,VINAKUMA,45099,,ZSC2,P,Z022,G,,"""BMS-986256-06 MILLED","'BMS-986256-06 MILLED DG UN3261,class 8''ACH0809",
18556,555121820,VINAKUMA,45099,,ZSC2,P,Z022,PAC,,"Vial,screw,2 ml,amber,wrton,cert,100/pac","Vial,screw,2 ml,amber,wrton,cert,100/pack(Part No: 5182-0716)",P
18557,555121821,VINAKUMA,45099,,ZSC2,P,Z022,PAC,,"Vial,screw,2 ml , clear, ,cert,100/pack","Vial,screw,2 ml , clear, ,cert,100/pack (Part No: 5182-0714)",P
18558,555121834,VINAKUMA,45099,,ZSC2,P,Z022,PAC,,WHATMAN FILTER PAPER,"WHATMAN FILTER PAPER 55MM DIA,11MICRON CAT-1001-055",CAT-1001-055
18559,555121838,VINAKUMA,45099,,ZSC2,P,Z022,ML,,Tetra butyl ammonium hydroxide in methan,Tetra butyl ammonium hydroxide in methanol(CAT NO:230189) PRODUCT NO:230189-100ML,CAT NO:230189) PRODUCT NO:230189-100ML
18560,555121840,VINAKUMA,45099,,ZSC2,P,Z022,G,,"ETHANESULFONIC ACID, 95% (PRODUCT NO:186","ETHANESULFONIC ACID, 95% (PRODUCT NO:186260-25G) (PRODUCT NO:186260-25G",
18561,555118305,PRATHVS,44959,,ZSC2,P,Z022,MG,,Elacridar,Elacridar CAT:-E1371-100MG From TCI,CAT:-E1371-100MG From TCI
18562,555121530,VINAKUMA,45091,,ZSC2,P,Z022,MG,,Metoclopramide,Metoclopramide Make-VIVAN Life Sciences,
18563,555121531,VINAKUMA,45091,,ZSC2,P,Z022,MG,,Terbutaline,Terbutaline make-VIVAN Life Sciences.,
18564,555121532,VINAKUMA,45091,,ZSC2,P,Z022,MG,,Acebrophylline,Acebrophylline Make-VIVAN Life Sciences,
18565,555121533,VINAKUMA,45091,,ZSC2,P,Z022,MG,,Guaiphenesin,Guaiphenesin Make-VIVAN Life Sciences,
18566,555122067,VINAKUMA,45110,,ZSC2,P,Z022,G,,L-Menthol,"	L-Menthol, Cas No:2216-51-5",
18567,555122068,VINAKUMA,45110,,ZSC2,P,Z022,G,,L-Menthyl lactate,"	L-Menthyl lactate, Cas No.:185915-25-7",
18568,555122278,VINAKUMA,45118,,ZSC2,P,Z022,G,,"HYDRANALâ„¢ - Sodium tartrate dihydrate,","	HYDRANALâ„¢ - Sodium tartrate dihydrate Test substance for volumetric Karl Fischer titration, Item code-34803-100G, CAS",
18569,555122279,VINAKUMA,45118,,ZSC2,P,Z022,ML,,Glycerol- Honeywell,"	Item code- 49770-1L Glycerol 56-81-5, Make- Honeywell",
18570,555122281,VINAKUMA,45118,,ZSC2,P,Z022,ML,,"Ethanol, GC grade, Honewy well","	Ethanol Puriss. p.a., absolute, â‰¥99.8% (GC), for laboratory uses, Item code-32221-500, CAS Nu-64-17-5, Honey well",
18571,555122282,VINAKUMA,45118,,ZSC2,P,Z022,ML,,"Isopropyl Alcohol B&J Brand, GC grade, H","	Isopropyl Alcohol B&J Brandâ„¢, for HPLC, GC, pesticide residue analysis, and spectrophotometry,>99.9%, Item code-323-1 Litre, CAS",
18572,555122283,VINAKUMA,45118,,ZSC2,P,Z022,ML,,"N,N-Dimethylformamide, GC, Honeywell","	N,N-Dimethylformamide CHROMASOLVâ„¢, GC-Headspace tested, â‰¥99.9%, Item code- 51781-1L, CAS nu-68-12-2",
18573,555122284,VINAKUMA,45118,,ZSC2,P,Z022,ML,,"N-Pentadecane, â‰¥99.0%, PureSynth","	N-Pentadecane, â‰¥99.0%, ITem code- PSR41651, CAS nu- 629-62-9",
18574,555122568,VINAKUMA,45126,,ZSC2,P,Z022,ML,,3M KCL MT MAKE lot no 51343180,3M KCL MT MAKE lot no 51343180,
18575,555122569,VINAKUMA,45126,,ZSC2,P,Z022,ML,,4.00 PH BUFFER MT LOT NO 51350004,4.00 PH BUFFER MT LOT NO 51350004,
18576,555122570,VINAKUMA,45126,,ZSC2,P,Z022,ML,,9.21 PH BUFFER MT LOT NO 51350008,9.21 PH BUFFER MT LOT NO 51350008,
18577,555122571,VINAKUMA,45126,,ZSC2,P,Z022,ML,,7. 0 PH BUFFER MT LOT NO 51350006,7. 0 PH BUFFER MT LOT NO 51350006,
18578,555122575,VINAKUMA,45126,,ZSC2,P,Z022,ML,,Fetal Bovine Serum,"	Fetal Bovine Serum, Origin: Brazil, Cat# RM10432-50ml, Himedia","Cat# RM10432-50ml, Himedia"
18579,555122580,VINAKUMA,45126,,ZSC2,P,Z022,G,,Bis-Tris for Molecular Biology,"	Bis-Tris for Molecular Biology, Cat# MB006-10G, Himedia","Cat# MB006-10G, Himedia"
18580,555122581,VINAKUMA,45126,,ZSC2,P,Z022,ML,,"Sterile PETG bottles, 60ML","	Sterile PETG bottles, 60ML, Cat# TCP318-60ML, Himedia","Cat# TCP318-60ML, Himedia"
18581,555122582,VINAKUMA,45126,,ZSC2,P,Z022,ML,,"Sterile PETG bottles, 125ML","	Sterile PETG bottles, 125ML, Cat# TCP318-125ML, Himedia","Cat# TCP318-125ML, Himedia"
18582,555122583,VINAKUMA,45126,,ZSC2,P,Z022,ML,,"Sterile PETG bottles, 250ML","	Sterile PETG bottles, 250ML, Cat# TCP318-250ML, Himedia","Cat# TCP318-250ML, Himedia"
18583,555122584,VINAKUMA,45126,,ZSC2,P,Z022,ML,,Coloured stacking gel buffer,"	Coloured stacking gel buffer, Cat# ML155-50ml, Himedia","Cat# ML155-50ml, Himedia"
18584,555122585,VINAKUMA,45126,,ZSC2,P,Z022,ML,,Acrylamide/Bis-acrylamide solution 30%,"	Acrylamide/Bis-acrylamide solution 30%, Cat# ML037-100ml",Cat# ML037-100ml
18585,555122826,VINAKUMA,45133,,ZSC2,P,Z022,ML,,Sprague dwaley rat serum,	Sprague dwaley rat serum,
18586,555122835,VINAKUMA,45133,,ZSC2,P,Z022,PAA,,Alphatec 37-676 Nitrile gloves,	Alphatec 37-676 Nitrile gloves,
18587,555123116,VINAKUMA,45140,,ZSC2,P,Z022,L,,"Buffer composition 0.05 M Tris, 0.15 M N","Buffer composition 0.05 M Tris, 0.15 M NaCl, 0.02 M EDTA, pH 7.0",
18588,555123117,VINAKUMA,45140,,ZSC2,P,Z022,L,,"Buffer composition 0.02 M Tris, pH 7.0","Buffer composition 0.02 M Tris, pH 7.0",
18589,555123118,VINAKUMA,45140,,ZSC2,P,Z022,L,,"Buffer composition 0.1 M Glycine, pH 3.0","Buffer composition 0.1 M Glycine, pH 3.0",
18590,555123119,VINAKUMA,45140,,ZSC2,P,Z022,L,,"Buffer composition 0.05 N NaOH,1 M NaCl","Buffer composition 0.05 N NaOH,1 M NaCl",
18591,555123120,VINAKUMA,45140,,ZSC2,P,Z022,L,,Buffer composition 3 M Tris,Buffer composition 3 M Tris,
18592,555123121,VINAKUMA,45140,,ZSC2,P,Z022,L,,Buffer composition 0.5 M NaOH,Buffer composition 0.5 M NaOH,
18593,555123125,VINAKUMA,45140,,ZSC2,P,Z022,PAC,,Dispovan 20ml syringe with Needle,Dispovan 20ml syringe with Needle__Dispovan_21G,
18594,555123126,VINAKUMA,45140,,ZSC2,P,Z022,BAG,,Corning 96-well Clear V-Bottom 0.5 mL,"Corning® 96-well Clear V-Bottom 0.5 mL Polypropylene Deep Well Plate, 10 per Bag, Nonsterile_Corning_3957",
18595,555123280,VINAKUMA,45147,,ZSC2,P,Z022,L,,Mineral oil,"Mineral oil, Make: Sigma Aldrich, Catlog: M3516, Cas No: 8042-47-5","Catlog: M3516, Cas No: 8042-47-5"
18596,555123281,VINAKUMA,45147,,ZSC2,P,Z022,ML,,Propiophenone standard,"Propiophenone standard, Make: Supelco, Cas Number: 93-55-0, Catlog: 61074",Catlog: 61074
18597,555123366,VINAKUMA,45152,,ZSC2,P,Z022,PAA,,PAPR CARTRIDGE TYPE-A2B2E2K2P3,	PAPR CARTRIDGE TYPE-A2B2E2K2P3,
18598,555123367,VINAKUMA,45152,,ZSC2,P,Z022,ML,,anhydrous pyridine,"	anhydrous pyridine ,Cas No.:110-86-1",
18599,555123368,VINAKUMA,45152,,ZSC2,P,Z022,G,,Phthalic anhydride,"	Phthalic anhydride , Cas No:85-44-9",
18600,555123369,VINAKUMA,45152,,ZSC2,P,Z022,ML,,Pyridine,"	Pyridine , Cas no:110-86-1",
18601,555123414,VINAKUMA,45154,,ZSC2,P,Z022,ML,,Concentrated Sulphuric acid,	Concentrated Sulphuric acid,
18602,555123420,VINAKUMA,45154,,ZSC2,P,Z022,KG,,Kolliphor P 188,	Kolliphor P 188,
18603,555123422,VINAKUMA,45154,,ZSC2,P,Z022,ML,,Dulbecco Phosphate Buffered,	Dulbecco Phosphate Buffered,
18604,555123425,VINAKUMA,45154,,ZSC2,P,Z022,ML,,DNA out,	DNA out,
18605,555123427,VINAKUMA,45154,,ZSC2,P,Z022,ML,,Nuclease free water,	Nuclease free water,
18606,555123429,VINAKUMA,45154,,ZSC2,P,Z022,ML,,Tween-20 Sigma Ultra,	Tween-20 Sigma Ultra,
18607,555123436,VINAKUMA,45154,,ZSC2,P,Z022,G,,TRIS,	TRIS,
18608,555123446,VINAKUMA,45154,,ZSC2,P,Z022,ML,,Acetic acid 500ml,	Acetic acid 500ml,
18609,555123451,VINAKUMA,45154,,ZSC2,P,Z022,PAC,,Millistak A1HC 0.0023 sq.m,	Millistak A1HC 0.0023 sq.m,
18610,555123453,VINAKUMA,45154,,ZSC2,P,Z022,KG,,SUCROSE 6320-06,	SUCROSE 6320-06,
18611,555123456,VINAKUMA,45154,,ZSC2,P,Z022,KG,,L ARGININE HYDROCHLORIDE USP,	L ARGININE HYDROCHLORIDE USP,
18612,555123459,VINAKUMA,45154,,ZSC2,P,Z022,KG,,SODIUM CHLORIDE -USP,	SODIUM CHLORIDE -USP,
18613,555123461,VINAKUMA,45154,,ZSC2,P,Z022,KG,,GLYCINE 0582-05,	GLYCINE 0582-05,
18614,555123462,VINAKUMA,45154,,ZSC2,P,Z022,G,,GLYCINE G7126-500G,	GLYCINE G7126-500G,
18615,555123463,VINAKUMA,45154,,ZSC2,P,Z022,L,,ORTHO PHOSPHORIC ACID AR RANKO0045,	ORTHO PHOSPHORIC ACID AR RANKO0045,
18616,555123465,VINAKUMA,45154,,ZSC2,P,Z022,KG,,UREA RANKU0035,	UREA RANKU0035,
18617,555123468,VINAKUMA,45154,,ZSC2,P,Z022,KG,,D-Glucose (KG),	D-Glucose (KG),
18618,555123473,VINAKUMA,45154,,ZSC2,P,Z022,KG,,TROMETHAMINE (TRIS BASE),	TROMETHAMINE (TRIS BASE),
18619,555123474,VINAKUMA,45154,,ZSC2,P,Z022,L,,Balan CD CHO Feed 4,	Balan CD CHO Feed 4,
18620,555123477,VINAKUMA,45154,,ZSC2,P,Z022,ML,,TMB substrate solution,	TMB substrate solution,
18621,555123478,VINAKUMA,45154,,ZSC2,P,Z022,L,,Actipro Media,	Actipro Media,
18622,555123484,PRATHVS,45155,,ZSC2,P,Z022,MG,,GalantamiNe Hydrobromide,"GalantamiNe Hypobromide,Batch No-PHR1623,Make-Merck",
18623,555123483,PRATHVS,45155,,ZSC2,P,Z022,MG,,Donepezil Hydrochloride,"Donepezil Hydrochloride,Batch No-D6821,Make-Merck",
18624,555123550,PRATHVS,45160,,ZSC2,P,Z022,MG,,"1,3-Dimethyl-8-phenylxanthine, 100 mg","1,3-Dimethyl-8-phenylxanthine, 100 mg sc-253981",
18625,555123949,VINAKUMA,45175,,ZSC2,P,Z022,G,,L-Cystine Standard,"	L-Cystine Standard, 30200-25 g 30200-25 g",
18626,555123951,VINAKUMA,45175,,ZSC2,P,Z022,ML,,"METHYLCYCLOHEXANE, ANHYDROUS, >=99%","	METHYLCYCLOHEXANE, ANHYDROUS, >=99%, 300306-100ML Merck, 300306-100ML",
18627,555123952,VINAKUMA,45175,,ZSC2,P,Z022,G,,"NINHYDRIN, A.C.S. REAGENT","	NINHYDRIN, A.C.S. REAGENT, 151173-10G 151173-10G, merck",
18628,555123953,VINAKUMA,45175,,ZSC2,P,Z022,ML,,"BORON TRIFLUORIDE DIHYDRATE, 96%","	BORON TRIFLUORIDE DIHYDRATE, 96%, 359963-500ML 359963-500ML, merck",
18629,555123954,VINAKUMA,45175,,ZSC2,P,Z022,G,,"SODIUM THIOSULFATE, REAGENTPLUS, 99%","	SODIUM THIOSULFATE, REAGENTPLUS, 99%, 217263-250G 217263-250G, merck",
18630,555123955,VINAKUMA,45175,,ZSC2,P,Z022,ML,,BORON TRIFLUORIDE-METHANOL,"	BORON TRIFLUORIDE-METHANOL B1252-500ML, merck",
18631,555123956,VINAKUMA,45175,,ZSC2,P,Z022,G,,Betadex Sulfobutyl Ether Sodium,"	Betadex Sulfobutyl Ether Sodium, PHR2923-1G PHR2923-1G",
18632,555123957,VINAKUMA,45175,,ZSC2,P,Z022,MG,,Adipic Acid,"	Adipic Acid, PHR2341-200MG PHR2341-200MG",
18633,555123958,VINAKUMA,45175,,ZSC2,P,Z022,ML,,"HYDRIODIC ACID, 57 WT. % IN WATER","	HYDRIODIC ACID, 57 WT. % IN WATER 210021-250ML",
18634,555123959,VINAKUMA,45175,,ZSC2,P,Z022,ML,,O-XYLENE,"	O-XYLENE, 95662-250ML 95662-250ML",
18635,555123960,VINAKUMA,45175,,ZSC2,P,Z022,G,,"2-IODOPROPANE, CONTAINS COPPER AS","	2-IODOPROPANE, CONTAINS COPPER AS 148938-100G",
18636,555123961,VINAKUMA,45175,,ZSC2,P,Z022,G,,"1,4-BUTANE SULTONE, 99+%","	1,4-BUTANE SULTONE, 99+% B85501-25G",
18637,555123962,VINAKUMA,45175,,ZSC2,P,Z022,ML,,"BENZENE, ANHYDROUS, 99.8%","	BENZENE, ANHYDROUS, 99.8% 401765-100ML",
18638,555123963,VINAKUMA,45175,,ZSC2,P,Z022,G,,"ACRYLIC ACID, ANHYDROUS, CONTAINS 200","	ACRYLIC ACID, ANHYDROUS, CONTAINS 200 147230-100G",
18639,555123964,VINAKUMA,45175,,ZSC2,P,Z022,MG,,HYPROMELLOSE,	HYPROMELLOSE PHR1829-500MG,
18640,555123965,VINAKUMA,45175,,ZSC2,P,Z022,ML,,"ETHYL ACETATE, ANHYDROUS, 99.8%","	ETHYL ACETATE, ANHYDROUS, 99.8% 270989-100ML",
18641,555123966,VINAKUMA,45175,,ZSC2,P,Z022,ML,,"DIMETHYL SULFOXIDE, MEETS EP, USP","	DIMETHYL SULFOXIDE, MEETS EP, USP D1435-500ML",
18642,555124104,PRATHVS,45180,,ZSC2,P,Z022,PAC,,"M-Funnel 0.45 Micron, 100ml Pack size=(2","M-Funnel 0.45 Micron, 100ml Pack size=(200 NO'S/PK)Supplied by : JAGORE LIFE SCIENCES PVT. LTD",
18643,555124283,VINAKUMA,45188,,ZSC2,P,Z022,ML,,Mycoplasma hyorhinis BRP,"	Mycoplasma hyorhinis BRP, HSN Code:38229090 EP-Y0000690, Chromachemie",
18644,555124289,VINAKUMA,45188,,ZSC2,P,Z022,KG,,Carbon dioxide gas,	Carbon dioxide cylinder Carbon dioxide cylinder,
18645,555124432,PRATHVS,45196,,ZSC2,P,Z022,MG,,BEPRIDIL HYDROCHLORIDE,BEPRIDIL HYDROCHLORIDE B5016-100MG,
18646,555124534,PRATHVS,45203,,ZSC2,P,Z022,L,,METHANOLIC AMMONIA7N Solution,METHANOLIC AMMONIA7N Solution,
18647,555124537,PRATHVS,45203,,ZSC2,P,Z022,ML,,2-METHOXY ETHANOL-HPLC,2-METHOXY ETHANOL-HPLC,
18648,555124557,PRATHVS,45203,,ZSC2,P,Z022,PAC,,Test tubes round bottom for Prep ( P.No:,Test tubes round bottom for Prep ( P.No: 5022-6532),P.No: 5022-6532)
18649,555118016,PRATHVS,44950,,ZSC2,P,Z022,ML,,pH Buffer Solution-4.0,pH Buffer Solution-4.0,
18650,555118017,PRATHVS,44950,,ZSC2,P,Z022,ML,,pH Buffer Solution-7.0,pH Buffer Solution-7.0,
18651,555124780,PRATHVS,45210,,ZSC2,P,Z022,MG,,Telmisartan,Telmisartan CS-O-02439,
18652,555124540,PRATHVS,45203,,ZSC2,P,Z022,G,,Ammonium Bicarbonate-HPLC Grade Rankem,Ammonium Bicarbonate-HPLC Grade Rankem,
18653,555124788,VINAKUMA,45211,,ZSC2,P,Z022,PAC,,"Cap, blue screw bonded ptfe/sil 2ml 1000","	Cap, blue screw bonded ptfe/sil 2ml 1000pk Product No: 5190-9068, HSN Code # 39235010 & Agilent Technologies",
18654,555124789,VINAKUMA,45211,,ZSC2,P,Z022,PAC,,"Vial, clear screw 2ml - case of 100 (100","	Vial, clear screw 2ml - case of 100 (100pks) Product No: 5190-9062 , HSN Code # 70179090 & Agilent Technologies",
18655,555124790,VINAKUMA,45211,,ZSC2,P,Z022,PAC,,Mobile phase bottle 3000 mL,	Mobile phase bottle 3000 mL cat log number: 274.202.06,cat log number: 274.202.06
18656,555124792,VINAKUMA,45211,,ZSC2,P,Z022,PAC,,Stationary Basket for FELODIPINE Tablet,	Stationary Basket for FELODIPINE Tablet 50500020,
18657,555124804,PRATHVS,45211,,ZSC2,P,Z022,ML,,alpha-Hexylcinnamaldehyde,"alpha-HexylcinnamaldehydeCas# 101-86-0Purity 90,0 % H0685-500ML",
18658,555124956,VINAKUMA,45217,,ZSC2,P,Z022,PAC,,Sterile Opticap XL 150 Express,,
18659,555124957,VINAKUMA,45217,,ZSC2,P,Z022,MG,,Flavoxate,,
18660,555125040,VINAKUMA,45224,,ZSC2,P,Z022,MG,,Bis(4-sulfobutyl)ether Disodium,"Bis(4-sulfobutyl)ether Disodium, Cat No: OT209000 Cat No: OT209000, simson","Cat No: OT209000 Cat No: OT209000, simson"
18661,555125041,VINAKUMA,45224,,ZSC2,P,Z022,L,,WATER FOR HPLC LC-MS,"WATER FOR HPLC LC-MS, cat no- VWRC83645.320 VWRC83645.320",cat no- VWRC83645.320 VWRC83645.320
18662,555125042,VINAKUMA,45224,,ZSC2,P,Z022,L,,Acetonitrile LC/MS JT Baker-4L,Acetonitrile LC/MS JT Baker-4L BAKR9829-03,
